dye_raw,eco_class,valid_record_count,avg_pce_percent,max_pce_percent,avg_jsc_raw,avg_voc_raw,avg_ff_raw,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
GD2,metal_free_organic_candidate,1,3.42,3.42,8.41,603.0,0.675,,CCCCCCCCCCCCCCCCCC(=O)NC(CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@H]([C@@H]([C@H](O4)C(C(CO[C@@]5(C[C@H]([C@@H]([C@H](O5)C(C(CO)O)O)N)O)C(=O)O)O)O)N)O)C(=O)O)O)O)O)C(/C=C/CCCCCCCCCCCCC)O,TiO2,I−/I3−,,rsc,metal_free_smiles_screen,10.1039/C2CC30677H,Porphyrins for dye -sensitised solar cells: new insights into efficiency-determining electron transfer steps  
TDPP2,metal_free_organic_candidate,1,3.42,3.42,8.9,0.64,0.6,,,TiO2,,,elsevier,organic_keyword:dpp,10.1016/j.orgel.2012.05.013,Effect of linker used in D–A–π–A metal free dyes with different π-spacers for dye sensitized solar cells
DPP01,metal_free_organic_candidate,2,2.715,3.41,6.95,0.545,0.72,,,TiO2,,,rsc,organic_keyword:dpp,10.1039/C2CC35125K,A structural study of DPP-based sensitizers for DSC applications  
24 h,metal_free_candidate_uncertain,5,1.92,3.4,6.2,149.392,11.62,,,TiO2; ZnO,,FTO; glass,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/S0927-0248(01)00110-6; 10.1039/C2RA22465H,"A 5% efficient photoelectrochemical solar cell based on nanostructured ZnO electrodes | Effect of amount of dye in the TiO 2 photoanode on electron transport, recombination, J sc and V oc of dye -sensitized solar cells "
Phe y,metal_free_candidate_uncertain,3,2.5,3.4,7.0,0.5167,0.6867,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.bios.2010.01.015,Significant enhancement in the power-conversion efficiency of chlorophyll co-sensitized solar cells by mimicking the principles of natural photosynthetic light-harvesting complexes
MK-94,metal_free_candidate_uncertain,3,3.3333,3.4,6.3633,,0.6867,,,,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.electacta.2013.12.013,Electrochemical Impedance Spectroscopy
DPZ2,metal_free_candidate_uncertain,2,3.4,3.4,9.11,262.765,35.35,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA11380A; 10.1039/C4NJ00651H,"2-Diphenylaminothiophene as the donor of porphyrin sensitizers for dye-sensitized solar cells   | Diketopyrrolopyrrole- zinc porphyrin , a tuned panchromatic association for dye -sensitized solar cells  "
SQ2 + CDCA,metal_free_candidate_uncertain,1,3.4,3.4,8.25,0.62,0.67,,,,I3−/I−,,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA15278B,A study of dye anchoring points in half-squarylium dyes for dye-sensitized solar cells  
HT3P,metal_free_candidate_uncertain,1,3.4,3.4,7.83,0.62,0.7,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4NJ00651H,2-Diphenylaminothiophene as the donor of porphyrin sensitizers for dye-sensitized solar cells  
CS23 – MeCN,metal_free_candidate_uncertain,1,3.4,3.4,,600.0,0.6,,,TiO2,iodide/triiodide,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2009.06.016,The synthesis and characterization of 2-(2′-pyridyl)benzimidazole heteroleptic ruthenium complex: Efficient sensitizer for molecular photovoltaics
LS203,metal_free_candidate_uncertain,1,3.4,3.4,7.4,0.67,0.69,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tetlet.2012.04.049,Novel D–π–A type II organic sensitizers for dye sensitized solar cells
A1B3,metal_free_candidate_uncertain,1,3.4,3.4,,0.52,0.47,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solmat.2004.10.003,Photoelectrochemical studies of nanocrystalline TiO2 co-sensitized by novel cyanine dyes
MK1,metal_free_candidate_uncertain,1,3.4,3.4,2.2,0.571,0.67,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.elecom.2011.04.026,Concerted effect of large molecular dyes and bulky cobalt complex redox couple to retard recombination in dye-sensitized solar cells
Chl c1,metal_free_candidate_uncertain,1,3.4,3.4,10.7,0.53,0.6,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cplett.2007.08.097,Fabrication of dye-sensitized solar cells using chlorophylls c1 and c2 and their oxidized forms c1′ and c2′ from Undaria pinnatifida (Wakame)
CSG1,metal_free_organic_candidate,1,3.4,3.4,6.36,0.699,0.757,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic|carbazole,10.1016/j.orgel.2013.11.020,Carbazole based A-π-D-π-A dyes with double electron acceptor for dye-sensitized solar cell
NKX - 2398,metal_free_candidate_uncertain,1,3.4,3.4,11.1,0.51,0.6,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/S0927-0248(02)00460-9,Dye-sensitized nanocrystalline TiO2 solar cells based on novel coumarin dyes
8 c,metal_free_candidate_uncertain,3,2.0687,3.39,5.6667,392.7767,21.0287,,,TiO2,,FTO,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2016.02.009; 10.1016/j.dyepig.2019.01.009; 10.1039/C3GC42393J,"Indolenine – dibenzotetraaza [14] annulene Ni (II) complexes as sensitizers for dye - sensitized solar cells | Low toxicity functionalised imidazolium salts for task specific ionic liquid electrolytes in dye-sensitised solar cells: a step towards less hazardous energy production   | Synthesis and characterization of thieno[3,4-d]imidazole-based organic sensitizers for photoelectrochemical cells"
DIA1,metal_free_candidate_uncertain,1,3.39,3.39,6.45,0.73,71.6,,,TiO2,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA01657A,Rigid triarylamine-based efficient DSSC sensitizers with high molar extinction coefficients  
GU117,metal_free_candidate_uncertain,1,3.39,3.39,12.3,0.465,0.593,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C5RA23623A,Long-term stability of novel double rhodanine indoline dyes having one and two anchor carboxyl group(s) in dye-sensitized solar cells  
TPAM-5,metal_free_candidate_uncertain,1,3.39,3.39,8.11,0.73,0.584,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C5RA07720F,New organic dyes with high IPCE values containing two triphenylamine units as co-donors for efficient dye-sensitized solar cells  
0.3 mM 3,metal_free_candidate_uncertain,1,3.38,3.38,8.71,0.59,0.66,,,TiO2,I-/I3-,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.orgel.2013.06.026,A remarkable enhancement of efficiency by co-adsorption with CDCA on the bithiazole-based dye-sensitized solar cells
W-3,metal_free_organic_candidate,1,3.38,3.38,7.21,0.66,0.71,,CCN(CC)CCC1(C(=O)NC2=CC=CC=C2NC1=O)CC=C,TiO2,,,elsevier,organic_keyword:carbazole|thiophene,10.1016/j.dyepig.2013.08.016,Molecular engineering of cyclopentadithiophene-containing organic dyes for dye-sensitized solar cell: Experimental results vs theoretical calculation
DN317,metal_free_candidate_uncertain,1,3.38,3.38,7.95,0.66,0.64,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2011.06.016,Highly efficient new indoline dye having strong electron-withdrawing group for zinc oxide dye-sensitized solar cell
PSP-CN,metal_free_organic_candidate,1,3.37,3.37,8.32,0.58,0.7,,,TiO2,,FTO,rsc,organic_keyword:cyanoacrylic,10.1039/C1JM10107B,Highly efficient triarylene conjugated dyes for sensitized solar cells  
CS23 – DMF,metal_free_candidate_uncertain,1,3.37,3.37,,610.0,0.61,,,TiO2,iodide/triiodide,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2009.06.016,The synthesis and characterization of 2-(2′-pyridyl)benzimidazole heteroleptic ruthenium complex: Efficient sensitizer for molecular photovoltaics
SQ-1,metal_free_candidate_uncertain,2,1.895,3.36,4.975,0.52,0.66,,,TiO2,I−/I3−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2010.04.015; 10.1016/j.solmat.2015.10.033,Combined theoretical and experimental approaches for development of squaraine dyes with small energy barrier for electron injection | Synthesis and characterization of squaric acid based NIR dyes for their application towards dye-sensitized solar cells
TBS5,metal_free_candidate_uncertain,1,3.36,3.36,6.83,0.666,73.9,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2012.12.074,Efficient organic dyes containing dibenzo heterocycles as conjugated linker part for dye-sensitized solar cells
Porphyrin dye without CDCA,metal_free_candidate_uncertain,1,3.36,3.36,9.38,0.64,0.56,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2012.12.013,A new porphyrin bearing a pyridinylethynyl group as sensitizer for dye sensitized solar cells
SQ-E,metal_free_candidate_uncertain,1,3.36,3.36,7.5,0.62,0.72,,,TiO2,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tsf.2010.08.045,Biomolecular Electronics and Organic Nanotechnology for Environmental Preservation
HKK - Por 5,metal_free_candidate_uncertain,1,3.36,3.36,9.04,0.57,0.66,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2011.12.006,"Novel D-π-A system based on zinc porphyrin dyes for dye-sensitized solar cells: Synthesis, electrochemical, and photovoltaic properties"
CD-4 + 5 mM CDCA,metal_free_candidate_uncertain,1,3.36,3.36,7.99,0.64,0.66,,,,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2013.12.024,Organic dyes with imidazole derivatives as auxiliary donors for dye-sensitized solar cells: Experimental and theoretical investigation
TC302 / PIN,metal_free_candidate_uncertain,2,2.79,3.35,5.13,0.8,0.67,,,TiO2,I−/I3−,FTO,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.electacta.2015.10.137; 10.1039/C5RA15894J,Effect of Isonicotinate derivatives as additive on the photovoltaic performance of Carbazole-dye sensitized nanostructured TiO2 solar cells | Pyridine derivatives; new efficient additives in bromide/tribromide electrolyte for dye sensitized solar cells 
HK3,metal_free_organic_candidate,2,3.195,3.34,6.95,0.665,0.69,,COC1=C(C=C2C(=C1)CC3=C2NN=C3C4=CC=C(C=C4)C5=CC=C(C=C5)O)OC,TiO2,,,elsevier,metal_free_smiles_screen,10.1016/j.jpowsour.2013.03.018,Bulky dendritic triarylamine-based organic dyes for efficient co-adsorbent-free dye-sensitized solar cells
9B−-Bu4N+,metal_free_candidate_uncertain,1,3.34,3.34,9.06,551.0,0.67,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2018.08.006,Novel indoline dye tetrabutylammonium carboxylates attached with a methyl group on the cyclopentane ring for dye-sensitized solar cells
SE,metal_free_candidate_uncertain,1,3.34,3.34,7.39,618.0,0.73,,[Se],TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2015.04.003,Synthesis and evaluation of simple molecule as a co-adsorbent dye for highly efficient co-sensitized solar cells
LC-6,metal_free_organic_candidate,1,3.33,3.33,7.87,585.0,0.72,,C1CC2=C([C@@H]3[C@@H]1C4=C(CC3)C=NN4)NN=C2,TiO2,,,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2017.02.013,New benzoselenadiazole-based D–A–π–A type triarylamine sensitizers for highly efficient dye-sensitized solar cells
TPCC,metal_free_candidate_uncertain,1,3.33,3.33,6.42,0.7,0.74,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2013.10.045,Influence of different electron acceptors in organic sensitizers on the performance of dye-sensitized solar cells
SD-15,metal_free_candidate_uncertain,1,3.32,3.32,10.2,0.58,0.56,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7NJ01363A,Thiocyanate-free ruthenium( ii ) sensitizers with a bi-imidazole ligand in dye-sensitized solar cells (DSSCs)  
CP4,metal_free_organic_candidate,1,3.32,3.32,7.12,0.715,0.65,,C1=CC2=C(C=C1Cl)C=C(N2)C(=O)NCCOCCOCCNC(=O)C3=CC4=C(N3)C=CC(=C4)Cl,,,,rsc,metal_free_smiles_screen,10.1039/C1CC16248A,[2.2]Paracyclophane as a bridging unit in the design of organic dyes for sensitized solar cells  
